iata_code,iso_region,municipality,name,iso_country
CDC,US-UT,Cedar City,Cedar City Regional Airport,US
CEC,US-CA,Crescent City,Jack Mc Namara Field Airport,US
CGI,US-MO,Cape Girardeau,Cape Girardeau Regional Airport,US
CHA,US-TN,Chattanooga,Lovell Field,US
CHO,US-VA,Charlottesville,Charlottesville Albemarle Airport,US
CHS,US-SC,Charleston,Charleston Air Force Base-International Airport,US
CID,US-IA,Cedar Rapids,The Eastern Iowa Airport,US
CIU,US-MI,Sault Ste Marie,Chippewa County International Airport,US
CKB,US-WV,Clarksburg,North Central West Virginia Airport,US
CLE,US-OH,Cleveland,Cleveland Hopkins International Airport,US
CLL,US-TX,College Station,Easterwood Field,US
CLM,US-WA,Port Angeles,William R Fairchild International Airport,US
CLT,US-NC,Charlotte,Charlotte Douglas International Airport,US
CMH,US-OH,Columbus,Port Columbus International Airport,US
CMI,US-IL,Champaign/Urbana,University of Illinois Willard Airport,US
CMX,US-MI,Hancock,Houghton County Memorial Airport,US
CNM,US-NM,Carlsbad,Cavern City Air Terminal,US
COS,US-CO,Colorado Springs,City of Colorado Springs Municipal Airport,US
COU,US-MO,Columbia,Columbia Regional Airport,US
CPR,US-WY,Casper,Casper-Natrona County International Airport,US
CRP,US-TX,Corpus Christi,Corpus Christi International Airport,US
CRW,US-WV,Charleston,Yeager Airport,US
CSG,US-GA,Columbus,Columbus Metropolitan Airport,US
CVG,US-KY,Cincinnati,Cincinnati Northern Kentucky International Airport,US
CVS,US-NM,Clovis,Cannon Air Force Base,US
CYS,US-WY,Cheyenne,Cheyenne Regional Jerry Olson Field,US
DAB,US-FL,Daytona Beach,Daytona Beach International Airport,US
DAL,US-TX,Dallas,Dallas Love Field,US
DAY,US-OH,Dayton,James M Cox Dayton International Airport,US
DBQ,US-IA,Dubuque,Dubuque Regional Airport,US
DCA,US-DC,Washington,Ronald Reagan Washington National Airport,US
DDC,US-KS,Dodge City,Dodge City Regional Airport,US
DEC,US-IL,Decatur,Decatur Airport,US
DEN,US-CO,Denver,Denver International Airport,US
DFW,US-TX,Dallas-Fort Worth,Dallas Fort Worth International Airport,US
DHN,US-AL,Dothan,Dothan Regional Airport,US
DLF,US-TX,Del Rio,Laughlin Air Force Base,US
DLH,US-MN,Duluth,Duluth International Airport,US
DOV,US-DE,Dover,Dover Air Force Base,US
DSM,US-IA,Des Moines,Des Moines International Airport,US
DTW,US-MI,Detroit,Detroit Metropolitan Wayne County Airport,US
DUJ,US-PA,Dubois,DuBois Regional Airport,US
DYS,US-TX,Abilene,Dyess Air Force Base,US
EAU,US-WI,Eau Claire,Chippewa Valley Regional Airport,US
ECP,US-FL,Panama City Beach,Northwest Florida Beaches International Airport,US
EDW,US-CA,Edwards,Edwards Air Force Base,US
EGE,US-CO,Eagle,Eagle County Regional Airport,US
EKO,US-NV,Elko,Elko Regional Airport,US
ELD,US-AR,El Dorado,South Arkansas Regional At Goodwin Field,US
ELM,US-NY,Elmira/Corning,Elmira Corning Regional Airport,US
ELP,US-TX,El Paso,El Paso International Airport,US
END,US-OK,Enid,Vance Air Force Base,US
ERI,US-PA,Erie,Erie International Tom Ridge Field,US
EUG,US-OR,Eugene,Mahlon Sweet Field,US
EVV,US-IN,Evansville,Evansville Regional Airport,US
EWB,US-MA,New Bedford,New Bedford Regional Airport,US
EWN,US-NC,New Bern,Coastal Carolina Regional Airport,US
EWR,US-NJ,Newark,Newark Liberty International Airport,US
EYW,US-FL,Key West,Key West International Airport,US
FAR,US-ND,Fargo,Hector International Airport,US
FAT,US-CA,Fresno,Fresno Yosemite International Airport,US
FAY,US-NC,Fayetteville,Fayetteville Regional Grannis Field,US
FFO,US-OH,Dayton,Wright-Patterson Air Force Base,US
FHU,US-AZ,Fort Huachuca Sierra Vista,Sierra Vista Municipal Libby Army Air Field,US
FLG,US-AZ,Flagstaff,Flagstaff Pulliam Airport,US
FLL,US-FL,Fort Lauderdale,Fort Lauderdale Hollywood International Airport,US
FLO,US-SC,Florence,Florence Regional Airport,US
FNT,US-MI,Flint,Bishop International Airport,US
FOD,US-IA,Fort Dodge,Fort Dodge Regional Airport,US
FSD,US-SD,Sioux Falls,Joe Foss Field Airport,US
FSM,US-AR,Fort Smith,Fort Smith Regional Airport,US
FTW,US-TX,Fort Worth,Fort Worth Meacham International Airport,US
FWA,US-IN,Fort Wayne,Fort Wayne International Airport,US
,KG-J,Jalal-Abad,Jalal-Abad Airport,KG
GCC,US-WY,Gillette,Gillette Campbell County Airport,US
GCK,US-KS,Garden City,Garden City Regional Airport,US
GCN,US-AZ,Grand Canyon,Grand Canyon National Park Airport,US
GEG,US-WA,Spokane,Spokane International Airport,US
GFK,US-ND,Grand Forks,Grand Forks International Airport,US
GGG,US-TX,Longview,East Texas Regional Airport,US
GGW,US-MT,Glasgow,Wokal Field Glasgow International Airport,US
GJT,US-CO,Grand Junction,Grand Junction Regional Airport,US
GLH,US-MS,Greenville,Mid Delta Regional Airport,US
GNV,US-FL,Gainesville,Gainesville Regional Airport,US
FCA,US-MT,Kalispell,Glacier Park International Airport,US
GPT,US-MS,Gulfport,Gulfport Biloxi International Airport,US
GRB,US-WI,Green Bay,Austin Straubel International Airport,US
GRI,US-NE,Grand Island,Central Nebraska Regional Airport,US
GRK,US-TX,Fort Hood/Killeen,Robert Gray  Army Air Field Airport,US
GRR,US-MI,Grand Rapids,Gerald R. Ford International Airport,US
GSB,US-NC,Goldsboro,Seymour Johnson Air Force Base,US
GSO,US-NC,Greensboro,Piedmont Triad International Airport,US
GSP,US-SC,Greenville,Greenville Spartanburg International Airport,US
GTF,US-MT,Great Falls,Great Falls International Airport,US
GTR,US-MS,Columbus/W Point/Starkville,Golden Triangle Regional Airport,US
GUS,US-IN,Peru,Grissom Air Reserve Base,US
HIB,US-MN,Hibbing,Range Regional Airport,US
HLN,US-MT,Helena,Helena Regional Airport,US
HMN,US-NM,Alamogordo,Holloman Air Force Base,US
HON,US-SD,Huron,Huron Regional Airport,US
HOT,US-AR,Hot Springs,Memorial Field,US
HOU,US-TX,Houston,William P Hobby Airport,US
HPN,US-NY,White Plains,Westchester County Airport,US
HRL,US-TX,Harlingen,Valley International Airport,US
HRO,US-AR,Harrison,Boone County Airport,US
HSV,US-AL,Huntsville,Huntsville International Carl T Jones Field,US
HTS,US-WV,Huntington,Tri-State/Milton J. Ferguson Field,US
HVN,US-CT,New Haven,Tweed New Haven Airport,US
HYA,US-MA,Hyannis,Barnstable Municipal Boardman Polando Field,US
IAD,US-DC,Washington,Washington Dulles International Airport,US
IAH,US-TX,Houston,George Bush Intercontinental Houston Airport,US
ICT,US-KS,Wichita,Wichita Mid Continent Airport,US
IDA,US-ID,Idaho Falls,Idaho Falls Regional Airport,US
ILG,US-DE,Wilmington,New Castle Airport,US
ILM,US-NC,Wilmington,Wilmington International Airport,US
IND,US-IN,Indianapolis,Indianapolis International Airport,US
INL,US-MN,International Falls,Falls International Airport,US
IPT,US-PA,Williamsport,Williamsport Regional Airport,US
IRK,US-MO,Kirksville,Kirksville Regional Airport,US
ISP,US-NY,Islip,Long Island Mac Arthur Airport,US
ITH,US-NY,Ithaca,Ithaca Tompkins Regional Airport,US
JAC,US-WY,Jackson,Jackson Hole Airport,US
JAN,US-MS,Jackson,Jackson-Medgar Wiley Evers International Airport,US
JAX,US-FL,Jacksonville,Jacksonville International Airport,US
JBR,US-AR,Jonesboro,Jonesboro Municipal Airport,US
JFK,US-NY,New York,John F Kennedy International Airport,US
JLN,US-MO,Joplin,Joplin Regional Airport,US
JMS,US-ND,Jamestown,Jamestown Regional Airport,US
JST,US-PA,Johnstown,John Murtha Johnstown Cambria County Airport,US
LAN,US-MI,Lansing,Capital City Airport,US
LAR,US-WY,Laramie,Laramie Regional Airport,US
LAS,US-NV,Las Vegas,McCarran International Airport,US
LAX,US-CA,Los Angeles,Los Angeles International Airport,US
LBB,US-TX,Lubbock,Lubbock Preston Smith International Airport,US
LBE,US-PA,Latrobe,Arnold Palmer Regional Airport,US
LBF,US-NE,North Platte,North Platte Regional Airport Lee Bird Field,US
LBL,US-KS,Liberal,Liberal Mid-America Regional Airport,US
LCH,US-LA,Lake Charles,Lake Charles Regional Airport,US
LCK,US-OH,Columbus,Rickenbacker International Airport,US
LEB,US-NH,Lebanon,Lebanon Municipal Airport,US
LEX,US-KY,Lexington,Blue Grass Airport,US
LFI,US-VA,Hampton,Langley Air Force Base,US
LFT,US-LA,Lafayette,Lafayette Regional Airport,US
LGA,US-NY,New York,La Guardia Airport,US
LGB,US-CA,Long Beach,Long Beach /Daugherty Field/ Airport,US
LIT,US-AR,Little Rock,Bill & Hillary Clinton National Airport/Adams Field,US
LMT,US-OR,Klamath Falls,Klamath Falls Airport,US
LNK,US-NE,Lincoln,Lincoln Airport,US
LNS,US-PA,Lancaster,Lancaster Airport,US
LRD,US-TX,Laredo,Laredo International Airport,US
LSE,US-WI,La Crosse,La Crosse Municipal Airport,US
LTS,US-OK,Altus,Altus Air Force Base,US
LUF,US-AZ,Glendale,Luke Air Force Base,US
LWS,US-ID,Lewiston,Lewiston Nez Perce County Airport,US
LWT,US-MT,Lewistown,Lewistown Municipal Airport,US
LYH,US-VA,Lynchburg,Lynchburg Regional Preston Glenn Field,US
MAF,US-TX,Midland,Midland International Airport,US
MBS,US-MI,Saginaw,MBS International Airport,US
MCF,US-FL,Tampa,Mac Dill Air Force Base,US
MCI,US-MO,Kansas City,Kansas City International Airport,US
MCN,US-GA,Macon,Middle Georgia Regional Airport,US
MCO,US-FL,Orlando,Orlando International Airport,US
MDT,US-PA,Harrisburg,Harrisburg International Airport,US
MDW,US-IL,Chicago,Chicago Midway International Airport,US
MEI,US-MS,Meridian,Key Field,US
MEM,US-TN,Memphis,Memphis International Airport,US
MFE,US-TX,Mc Allen,Mc Allen Miller International Airport,US
MFR,US-OR,Medford,Rogue Valley International Medford Airport,US
MGE,US-GA,Marietta,Dobbins Air Reserve Base,US
MGM,US-AL,Montgomery,Montgomery Regional (Dannelly Field) Airport,US
MGW,US-WV,Morgantown,Morgantown Municipal Walter L. Bill Hart Field,US
MHK,US-KS,Manhattan,Manhattan Regional Airport,US
MHT,US-NH,Manchester,Manchester Airport,US
MIA,US-FL,Miami,Miami International Airport,US
MKE,US-WI,Milwaukee,General Mitchell International Airport,US
MKL,US-TN,Jackson,Mc Kellar Sipes Regional Airport,US
MLB,US-FL,Melbourne,Melbourne International Airport,US
MLI,US-IL,Moline,Quad City International Airport,US
MLS,US-MT,Miles City,Frank Wiley Field,US
MLU,US-LA,Monroe,Monroe Regional Airport,US
MOB,US-AL,Mobile,Mobile Regional Airport,US
MOD,US-CA,Modesto,Modesto City Co-Harry Sham Field,US
MOT,US-ND,Minot,Minot International Airport,US
MRY,US-CA,Monterey,Monterey Peninsula Airport,US
MSL,US-AL,Muscle Shoals,Northwest Alabama Regional Airport,US
MSN,US-WI,Madison,Dane County Regional Truax Field,US
MSO,US-MT,Missoula,Missoula International Airport,US
MSP,US-MN,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain Airport,US
MSS,US-NY,Massena,Massena International Richards Field,US
MSY,US-LA,New Orleans,Louis Armstrong New Orleans International Airport,US
MUO,US-ID,Mountain Home,Mountain Home Air Force Base,US
MYR,US-SC,Myrtle Beach,Myrtle Beach International Airport,US
YUM,US-AZ,Yuma,Yuma MCAS/Yuma International Airport,US
OAK,US-CA,Oakland,Metropolitan Oakland International Airport,US
OGD,US-UT,Ogden,Ogden Hinckley Airport,US
OKC,US-OK,Oklahoma City,Will Rogers World Airport,US
OMA,US-NE,Omaha,Eppley Airfield,US
ONT,US-CA,Ontario,Ontario International Airport,US
ORD,US-IL,Chicago,Chicago O'Hare International Airport,US
ORF,US-VA,Norfolk,Norfolk International Airport,US
OTH,US-OR,North Bend,Southwest Oregon Regional Airport,US
OWB,US-KY,Owensboro,Owensboro Daviess County Airport,US
RGO,KP-09,Chongjin,Orang Airport,KP
PAH,US-KY,Paducah,Barkley Regional Airport,US
PAM,US-FL,Panama City,Tyndall Air Force Base,US
PBG,US-NY,Plattsburgh,Plattsburgh International Airport,US
PBI,US-FL,West Palm Beach,Palm Beach International Airport,US
PDX,US-OR,Portland,Portland International Airport,US
PHF,US-VA,Newport News,Newport News Williamsburg International Airport,US
PHL,US-PA,Philadelphia,Philadelphia International Airport,US
PHX,US-AZ,Phoenix,Phoenix Sky Harbor International Airport,US
PIA,US-IL,Peoria,General Wayne A. Downing Peoria International Airport,US
PIB,US-MS,Hattiesburg/Laurel,Hattiesburg Laurel Regional Airport,US
PIE,US-FL,St Petersburg-Clearwater,St Petersburg Clearwater International Airport,US
PIH,US-ID,Pocatello,Pocatello Regional Airport,US
PIR,US-SD,Pierre,Pierre Regional Airport,US
PIT,US-PA,Pittsburgh,Pittsburgh International Airport,US
PKB,US-WV,Parkersburg,Mid Ohio Valley Regional Airport,US
PLN,US-MI,Pellston,Pellston Regional Airport of Emmet County Airport,US
PMD,US-CA,Palmdale,Palmdale Regional/USAF Plant 42 Airport,US
PNS,US-FL,Pensacola,Pensacola Regional Airport,US
PQI,US-ME,Presque Isle,Northern Maine Regional Airport at Presque Isle,US
PRC,US-AZ,Prescott,Ernest A. Love Field,US
PSC,US-WA,Pasco,Tri Cities Airport,US
PSM,US-NH,Portsmouth,Portsmouth International at Pease Airport,US
PSP,US-CA,Palm Springs,Palm Springs International Airport,US
PUW,US-WA,Pullman/Moscow,Pullman Moscow Regional Airport,US
PVD,US-RI,Providence,Theodore Francis Green State Airport,US
PVU,US-UT,Provo,Provo Municipal Airport,US
PWM,US-ME,Portland,Portland International Jetport Airport,US
RAP,US-SD,Rapid City,Rapid City Regional Airport,US
RDD,US-CA,Redding,Redding Municipal Airport,US
RDG,US-PA,Reading,Reading Regional Carl A Spaatz Field,US
RDM,US-OR,Redmond,Roberts Field,US
RDU,US-NC,Raleigh/Durham,Raleigh Durham International Airport,US
RFD,US-IL,Chicago/Rockford,Chicago Rockford International Airport,US
RHI,US-WI,Rhinelander,Rhinelander Oneida County Airport,US
RIC,US-VA,Richmond,Richmond International Airport,US
RKS,US-WY,Rock Springs,Rock Springs Sweetwater County Airport,US
RND,US-TX,Universal City,Randolph Air Force Base,US
RNO,US-NV,Reno,Reno Tahoe International Airport,US
ROA,US-VA,Roanoke,Roanoke–Blacksburg Regional Airport,US
ROC,US-NY,Rochester,Greater Rochester International Airport,US
ROW,US-NM,Roswell,Roswell International Air Center Airport,US
RST,US-MN,Rochester,Rochester International Airport,US
RSW,US-FL,Fort Myers,Southwest Florida International Airport,US
RUT,US-VT,Rutland,Rutland - Southern Vermont Regional Airport,US
SAN,US-CA,San Diego,San Diego International Airport,US
SAT,US-TX,San Antonio,San Antonio International Airport,US
SAV,US-GA,Savannah,Savannah Hilton Head International Airport,US
SBA,US-CA,Santa Barbara,Santa Barbara Municipal Airport,US
SBN,US-IN,South Bend,South Bend Regional Airport,US
SBP,US-CA,San Luis Obispo,San Luis County Regional Airport,US
SBY,US-MD,Salisbury,Salisbury Ocean City Wicomico Regional Airport,US
SDF,US-KY,Louisville,Louisville International Standiford Field,US
SEA,US-WA,Seattle,Seattle Tacoma International Airport,US
SFB,US-FL,Orlando,Orlando Sanford International Airport,US
SFO,US-CA,San Francisco,San Francisco International Airport,US
SGF,US-MO,Springfield,Springfield Branson National Airport,US
SHR,US-WY,Sheridan,Sheridan County Airport,US
SHV,US-LA,Shreveport,Shreveport Regional Airport,US
SJC,US-CA,San Jose,Norman Y. Mineta San Jose International Airport,US
SJT,US-TX,San Angelo,San Angelo Regional Mathis Field,US
SKA,US-WA,Spokane,Fairchild Air Force Base,US
SLC,US-UT,Salt Lake City,Salt Lake City International Airport,US
SLK,US-NY,Saranac Lake,Adirondack Regional Airport,US
SLN,US-KS,Salina,Salina Municipal Airport,US
SMF,US-CA,Sacramento,Sacramento International Airport,US
SMX,US-CA,Santa Maria,Santa Maria Pub/Capt G Allan Hancock Field,US
SNA,US-CA,Santa Ana,John Wayne Airport-Orange County Airport,US
SPI,US-IL,Springfield,Abraham Lincoln Capital Airport,US
SPS,US-TX,Wichita Falls,Sheppard Air Force Base-Wichita Falls Municipal Airport,US
SRQ,US-FL,Sarasota/Bradenton,Sarasota Bradenton International Airport,US
SSC,US-SC,Sumter,Shaw Air Force Base,US
STC,US-MN,St Cloud,St Cloud Regional Airport,US
STL,US-MO,St Louis,Lambert St Louis International Airport,US
STS,US-CA,Santa Rosa,Charles M. Schulz Sonoma County Airport,US
SUN,US-ID,Hailey,Friedman Memorial Airport,US
SUS,US-MO,St Louis,Spirit of St Louis Airport,US
SUU,US-CA,Fairfield,Travis Air Force Base,US
SUX,US-IA,Sioux City,Sioux Gateway Col. Bud Day Field,US
SWF,US-NY,Newburgh,Stewart International Airport,US
SYR,US-NY,Syracuse,Syracuse Hancock International Airport,US
SZL,US-MO,Knob Noster,Whiteman Air Force Base,US
TBN,US-MO,Fort Leonard Wood,Waynesville-St. Robert Regional Forney field,US
TCM,US-WA,Tacoma,McChord Air Force Base,US
TIK,US-OK,Oklahoma City,Tinker Air Force Base,US
TLH,US-FL,Tallahassee,Tallahassee Regional Airport,US
TOL,US-OH,Toledo,Toledo Express Airport,US
TPA,US-FL,Tampa,Tampa International Airport,US
TRI,US-TN,Bristol/Johnson/Kingsport,Tri Cities Regional Tn Va Airport,US
TTN,US-NJ,Trenton,Trenton Mercer Airport,US
TUL,US-OK,Tulsa,Tulsa International Airport,US
TUP,US-MS,Tupelo,Tupelo Regional Airport,US
TUS,US-AZ,Tucson,Tucson International Airport,US
TVC,US-MI,Traverse City,Cherry Capital Airport,US
TWF,US-ID,Twin Falls,Joslin Field Magic Valley Regional Airport,US
TXK,US-AR,Texarkana,Texarkana Regional Webb Field,US
TYR,US-TX,Tyler,Tyler Pounds Regional Airport,US
TYS,US-TN,Knoxville,McGhee Tyson Airport,US
UIN,US-IL,Quincy,Quincy Regional Baldwin Field,US
SCE,US-PA,State College,University Park Airport,US
VBG,US-CA,Lompoc,Vandenberg Air Force Base,US
VCT,US-TX,Victoria,Victoria Regional Airport,US
VLD,US-GA,Valdosta,Valdosta Regional Airport,US
VPS,US-FL,Valparaiso,Destin-Ft Walton Beach Airport,US
WRB,US-GA,Warner Robins,Robins Air Force Base,US
WRL,US-WY,Worland,Worland Municipal Airport,US
KWY,KE-300,Kiwayu,Kiwayu Airport,KE
XNA,US-AR,Fayetteville/Springdale,Northwest Arkansas Regional Airport,US
YKM,US-WA,Yakima,Yakima Air Terminal McAllister Field,US
TIA,AL-11,Tirana,Tirana International Airport Mother Teresa,AL
BOJ,BG-02,Burgas,Burgas Airport,BG
PDV,BG-16,Plovdiv,Plovdiv International Airport,BG
SOF,BG-23,Sofia,Sofia Airport,BG
VAR,BG-03,Varna,Varna Airport,BG
ECN,CY-02,Nicosia,Ercan International Airport,CY
LCA,CY-04,Larnarca,Larnaca International Airport,CY
PFO,CY-06,Paphos,Paphos International Airport,CY
AKT,GB-U-A,Akrotiri,RAF Akrotiri,GB
DBV,HR-19,Dubrovnik,Dubrovnik Airport,HR
PUY,HR-18,Pula,Pula Airport,HR
RJK,HR-08,Rijeka,Rijeka Airport,HR
BWK,HR-17,Brač Island,Bol Airport,HR
SPU,HR-17,Split,Split Airport,HR
ZAG,HR-21,Zagreb,Zagreb Airport,HR
ZAD,HR-13,Zadar,Zemunik Airport,HR
ABC,ES-CM,Albacete,Albacete-Los Llanos Airport,ES
ALC,ES-V,Alicante,Alicante International Airport,ES
LEI,ES-AN,Almería,Almería International Airport,ES
OVD,ES-O,Ranón,Asturias Airport,ES
BIO,ES-PV,Bilbao,Bilbao Airport,ES
BCN,ES-CT,Barcelona,Barcelona International Airport,ES
BJZ,ES-EX,Badajoz,Badajoz Airport,ES
LCG,ES-GA,Culleredo,A Coruña Airport,ES
ILD,ES-CT,Lleida,Lleida-Alguaire Airport,ES
CDT,ES-CS,Castellón de la Plana,Castellón-Costa Azahar Airport,ES
GRO,ES-GE,Girona,Girona Airport,ES
GRX,ES-AN,Granada,Federico Garcia Lorca Airport,ES
IBZ,ES-PM,Ibiza,Ibiza Airport,ES
XRY,ES-AN,Jerez de la Forntera,Jerez Airport,ES
MJV,ES-MU,San Javier,San Javier Airport,ES
MAD,ES-M,Madrid,Adolfo Suárez Madrid–Barajas Airport,ES
AGP,ES-AN,Málaga,Málaga Airport,ES
MAH,ES-PM,Menorca Island,Menorca Airport,ES
PMI,ES-PM,Palma De Mallorca,Palma De Mallorca Airport,ES
PNA,ES-NA,Pamplona,Pamplona Airport,ES
REU,ES-CT,Reus,Reus Air Base,ES
SLM,ES-CL,Salamanca,Salamanca Airport,ES
EAS,ES-PV,Hondarribia,San Sebastian Airport,ES
SCQ,ES-GA,Santiago de Compostela,Santiago de Compostela Airport,ES
VLC,ES-V,Valencia,Valencia Airport,ES
VLL,ES-CL,Valladolid,Valladolid Airport,ES
VIT,ES-PV,Alava,Vitoria/Foronda Airport,ES
VGO,ES-GA,Vigo,Vigo Airport,ES
SDR,ES-S,Santander,Santander Airport,ES
ZAZ,ES-AR,Zaragoza,Zaragoza Air Base,ES
SVQ,ES-AN,Sevilla,Sevilla Airport,ES
AGF,FR-B,Agen/La Garenne,Agen-La Garenne Airport,FR
BOD,FR-B,Bordeaux/Mérignac,Bordeaux-Mérignac Airport,FR
EGC,FR-B,Bergerac/Roumanière,Bergerac-Roumanière Airport,FR
LRH,FR-T,La Rochelle/Île de Ré,La Rochelle-Île de Ré Airport,FR
PIS,FR-T,Poitiers/Biard,Poitiers-Biard Airport,FR
LIG,FR-L,Limoges/Bellegarde,Limoges Airport,FR
TLS,FR-N,Toulouse/Blagnac,Toulouse-Blagnac Airport,FR
PUF,FR-B,Pau/Pyrénées (Uzein),Pau Pyrénées Airport,FR
LDE,FR-N,Tarbes/Lourdes/Pyrénées,Tarbes-Lourdes-Pyrénées Airport,FR
ANG,FR-T,Angoulême/Brie/Champniers,Angoulême-Brie-Champniers Airport,FR
BIQ,FR-B,Biarritz/Anglet/Bayonne,Biarritz-Anglet-Bayonne Airport,FR
DCM,FR-N,Castres/Mazamet,Castres-Mazamet Airport,FR
RDZ,FR-N,Rodez/Marcillac,Rodez-Marcillac Airport,FR
IDY,FR-R,Île d'Yeu,Île d'Yeu Airport,FR
LPY,FR-C,Le Puy/Loudes,Le Puy-Loudes Airport,FR
ETZ,FR-M,Metz / Nancy,Metz-Nancy-Lorraine Airport,FR
ANE,FR-R,Angers/Marcé,Angers-Loire Airport,FR
BIA,FR-H,Bastia/Poretta,Bastia-Poretta Airport,FR
CLY,FR-H,Calvi/Sainte-Catherine,Calvi-Sainte-Catherine Airport,FR
FSC,FR-H,Figari Sud-Corse,Figari Sud-Corse Airport,FR
AJA,FR-H,Ajaccio/Napoléon Bonaparte,Ajaccio-Napoléon Bonaparte Airport,FR
CMF,FR-V,Chambéry/Aix-les-Bains,Chambéry-Savoie Airport,FR
CFE,FR-C,Clermont-Ferrand/Auvergne,Clermont-Ferrand Auvergne Airport,FR
LYS,FR-V,Lyon,Lyon Saint-Exupéry Airport,FR
NCY,FR-V,Annecy/Meythet,Annecy-Haute-Savoie-Mont Blanc Airport,FR
GNB,FR-V,Grenoble/Saint-Geoirs,Grenoble-Isère Airport,FR
AUR,FR-C,Aurillac,Aurillac Airport,FR
CEQ,FR-U,Cannes/Mandelieu,Cannes-Mandelieu Airport,FR
EBU,FR-V,Saint-Étienne/Bouthéon,Saint-Étienne-Bouthéon Airport,FR
CCF,FR-K,Carcassonne/Salvaza,Carcassonne Airport,FR
MRS,FR-U,Marseille,Marseille Provence Airport,FR
NCE,FR-U,Nice,Nice-Côte d'Azur Airport,FR
PGF,FR-K,Perpignan/Rivesaltes,Perpignan-Rivesaltes (Llabanère) Airport,FR
MPL,FR-K,Montpellier/Méditerranée,Montpellier-Méditerranée Airport,FR
BZR,FR-K,Béziers/Vias,Béziers-Vias Airport,FR
AVN,FR-U,Avignon/Caumont,Avignon-Caumont Airport,FR
,FR-F,Avord,Avord (BA 702) Air Base,FR
BVA,FR-S,Beauvais/Tillé,Paris Beauvais Tillé Airport,FR
LEH,FR-Q,Le Havre/Octeville,Le Havre Octeville Airport,FR
URO,FR-Q,Rouen/Vallée de Seine,Rouen Airport,FR
TUF,FR-F,Tours/Val de Loire (Loire Valley),Tours-Val-de-Loire Airport,FR
CDG,FR-J,Paris,Charles de Gaulle International Airport,FR
ORY,FR-J,Paris,Paris-Orly Airport,FR
POX,FR-J,Cormeilles-en-Vexin,Pontoise - Cormeilles-en-Vexin Airport,FR
LIL,FR-O,Lille/Lesquin,Lille-Lesquin Airport,FR
BES,FR-E,Brest/Guipavas,Brest Bretagne Airport,FR
CER,FR-P,Cherbourg/Maupertus,Cherbourg-Maupertus Airport,FR
DNR,FR-E,Dinard/Pleurtuit/Saint-Malo,Dinard-Pleurtuit-Saint-Malo Airport,FR
LRT,FR-E,Lorient/Lann/Bihoué,Lorient South Brittany (Bretagne Sud) Airport,FR
CFR,FR-P,Caen/Carpiquet,Caen-Carpiquet Airport,FR
RNS,FR-E,Rennes/Saint-Jacques,Rennes-Saint-Jacques Airport,FR
LAI,FR-E,Lannion,Lannion-Côte de Granit Airport,FR
UIP,FR-E,Quimper/Pluguffan,Quimper-Cornouaille Airport,FR
NTE,FR-R,Nantes,Nantes Atlantique Airport,FR
BSL,FR-A,Bâle/Mulhouse,EuroAirport Basel-Mulhouse-Freiburg Airport,FR
DIJ,FR-D,Dijon/Longvic,Dijon-Bourgogne Airport,FR
EPL,FR-M,Épinal/Mirecourt,Épinal-Mirecourt Airport,FR
SXB,FR-A,Strasbourg,Strasbourg Airport,FR
TLN,FR-U,Toulon/Hyères/Le Palyvestre,Toulon-Hyères Airport,FR
FNI,FR-K,Nîmes/Garons,Nîmes-Arles-Camargue Airport,FR
FSP,PM-SP,Saint-Pierre,St Pierre Airport,PM
AXD,GR-71,Alexandroupolis,Dimokritos Airport,GR
ATH,GR-A1,Athens,Eleftherios Venizelos International Airport,GR
JKH,GR-85,Chios Island,Chios Island National Airport,GR
IOA,GR-33,Ioannina,Ioannina Airport,GR
HER,GR-91,Heraklion,Heraklion International Nikos Kazantzakis Airport,GR
EFL,GR-23,Kefallinia Island,Kefallinia Airport,GR
KLX,GR-17,Kalamata,Kalamata Airport,GR
KGS,GR-81,Kos Island,Kos Airport,GR
AOK,GR-81,Karpathos Island,Karpathos Airport,GR
CFU,GR-22,Kerkyra Island,Ioannis Kapodistrias International Airport,GR
KVA,GR-55,Kavala,Alexander the Great International Airport,GR
KZI,GR-58,Kozani,Filippos Airport,GR
JMK,GR-82,Mykonos Island,Mikonos Airport,GR
MJT,GR-83,Mytilene,Mytilene International Airport,GR
PVK,GR-34,Preveza/Lefkada,Aktion National Airport,GR
RHO,GR-81,Rodes Island,Diagoras Airport,GR
GPA,GR-13,Patras,Araxos Airport,GR
CHQ,GR-94,Souda,Chania International Airport,GR
JSI,GR-43,Skiathos,Skiathos Island National Airport,GR
SMI,GR-84,Samos Island,Samos Airport,GR
JTR,GR-82,Santorini Island,Santorini Airport,GR
JSH,GR-92,Crete Island,Sitia Airport,GR
SKG,GR-54,Thessaloniki,Thessaloniki Macedonia International Airport,GR
ZTH,GR-21,Zakynthos Island,Dionysios Solomos Airport,GR
BUD,HU-PE,Budapest,Budapest Ferenc Liszt International Airport,HU
DEB,HU-HB,Debrecen,Debrecen International Airport,HU
PEV,HU-BA,Pécs-Pogány,Pécs-Pogány Airport,HU
,HU-GS,Győr,Győr-Pér International Airport,HU
SOB,HU-ZA,Sármellék,Sármellék International Airport,HU
CRV,IT-78,Crotone,Crotone Airport,IT
BRI,IT-75,Bari,Bari Karol Wojtyła Airport,IT
